,CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
6369,9.0559,0.2913,59.61,0.8706,0.8545,3.5988,2.1863,117.2583,144.59305
6370,9.051,0.3015,59.3797,0.8752,0.8635,3.2855,2.4165,116.828,144.59305
6371,9.05,0.3009,60.6023,0.8796,0.8696,3.5265,2.5171,116.4084,144.59305
6372,9.055,0.3089,60.9937,0.8832,0.8735,3.9352,2.1459,115.8929,144.59305
6373,9.047,0.3133,57.8399,0.886,0.8768,3.4966,2.1187,115.2392,144.59305
6374,9.0431,0.2969,55.4982,0.8881,0.8799,3.1178,2.3628,114.483,144.59305
6375,9.0134,0.2846,57.1252,0.8894,0.8823,3.3607,2.3644,113.754,144.59305
6376,9.0299,0.2941,56.3557,0.8896,0.8836,3.595,2.3104,113.3005,144.59305
6377,9.0449,0.3069,55.022,0.8887,0.8832,3.6637,2.3008,113.4057,144.59305
6378,9.0508,0.3018,55.7525,0.8871,0.8812,3.6774,2.3014,114.269,144.59305
6379,9.0549,0.2872,54.4915,0.8851,0.8783,3.6588,2.3027,115.9095,144.59305
6380,9.06,0.2824,58.0841,0.8834,0.8759,3.6249,2.3037,118.0408,144.59305
6381,9.0542,0.2898,61.7783,0.8822,0.8748,3.6189,2.3062,120.0812,144.59305
6382,9.0318,0.2971,60.4049,0.8815,0.875,3.7174,2.3143,121.4347,144.59305
6383,9.0489,0.3036,58.2339,0.8808,0.8754,3.8925,2.3223,121.7437,144.59305
6384,9.0478,0.3072,60.2676,0.8796,0.8749,4.098,2.321,121.0142,144.59305
6385,9.0508,0.3087,63.8469,0.8776,0.8725,4.079,2.3183,119.6093,144.59305
6386,9.0156,0.3126,64.9819,0.875,0.8685,3.8747,2.3214,118.0509,144.59305
6387,9.0368,0.315,67.3348,0.872,0.8641,3.8533,2.3257,116.95,144.59305
6388,9.054,0.3132,65.1428,0.8689,0.8608,3.9851,2.3321,116.8384,144.59305
6389,9.05,0.3127,60.8042,0.8656,0.8586,3.9596,2.3412,118.9173,144.59305
6390,9.055,0.3164,61.6189,0.8619,0.8555,3.8617,2.3502,120.1573,144.59305
6391,9.0509,0.3227,62.438,0.8578,0.8496,4.0528,2.3604,120.1395,144.59305
6392,9.0506,0.3285,61.0356,0.8538,0.8415,4.4702,2.3587,119.9491,144.59305
6393,9.071,0.3267,59.7231,0.8511,0.8339,4.6643,2.3275,118.6124,144.59305
6394,9.0779,0.3182,58.572,0.8506,0.8303,4.485,2.2962,112.6135,144.59305
6395,9.0729,0.3102,60.6217,0.8526,0.8324,4.1888,2.3057,113.3584,144.59305
6396,9.071,0.3146,63.262,0.857,0.8393,4.0133,2.3376,114.2101,144.59305
6397,9.0598,0.3333,60.0612,0.8633,0.8484,3.8534,2.3496,114.8539,144.59305
6398,9.081,0.3393,63.1744,0.8709,0.8587,3.6081,2.3448,115.4742,144.59305
6399,9.0739,0.3306,68.7254,0.8792,0.8707,3.5945,2.3406,117.0174,144.59305
6400,9.0669,0.3103,68.9012,0.887,0.883,3.7337,2.3421,117.8356,144.59305
6401,9.0659,0.2997,69.8307,0.8934,0.8908,3.8186,2.3462,118.4614,144.59305
6402,9.0752,0.3003,68.6606,0.8982,0.8915,3.9501,2.3417,119.3504,144.59305
6403,9.0419,0.3026,67.3227,0.9024,0.8894,3.8591,2.3438,119.4585,144.59305
6404,9.0631,0.3181,71.656,0.9069,0.8913,3.8204,2.3541,119.4482,144.59305
6405,9.063,0.3333,74.3111,0.9122,0.8988,3.9861,2.3493,119.5672,144.59305
6406,9.07,0.3464,73.8723,0.9174,0.9078,4.0646,2.3409,119.9125,144.59305
6407,9.0518,0.336,73.7833,0.9214,0.9137,3.9011,2.3433,120.5207,144.59305
6408,9.0559,0.3226,73.6377,0.924,0.9154,3.7484,2.3619,121.3601,144.59305
6409,9.068,0.318,75.9543,0.9257,0.9156,3.7668,2.3632,122.3105,144.59305
6410,9.0811,0.3196,78.5585,0.9274,0.9165,3.7629,2.3548,123.2065,144.59305
6411,9.1,0.3186,77.9457,0.9294,0.9185,3.8026,2.35,123.8824,144.59305
6412,9.0961,0.3425,78.5087,0.9314,0.9203,4.0215,2.3442,124.2583,144.59305
6413,9.0921,0.3489,79.1039,0.9335,0.9209,4.0092,2.3395,124.3806,144.59305
6414,9.0919,0.3264,82.0182,0.9356,0.9218,3.7664,2.3527,124.376,144.59305
6415,9.097,0.3158,87.842,0.9377,0.9248,3.6577,2.3728,124.364,144.59305
6416,9.101,0.3314,91.676,0.9392,0.9288,3.5338,2.3775,124.3528,144.59305
6417,9.095,0.3596,84.4901,0.9396,0.9305,3.6021,2.3712,124.2703,144.59305
6418,9.0959,0.3724,76.7324,0.9387,0.929,3.8514,2.3636,124.0429,144.59305
6419,9.12,0.345,78.6474,0.937,0.9265,4.0039,2.3505,123.6678,144.59305
6420,9.115,0.3278,82.7593,0.935,0.925,4.1706,2.35,123.2328,144.59305
6421,9.1191,0.3431,87.4996,0.9327,0.9244,4.3841,2.3741,122.8441,144.59305
6422,9.1221,0.3413,88.8449,0.9296,0.9227,4.3005,2.374,122.4499,144.59305
6423,9.1119,0.3304,89.9725,0.9253,0.9189,4.217,2.3752,121.676,144.59305
6424,9.117,0.3513,89.0959,0.9203,0.9133,4.1579,2.3745,119.8765,144.59305
6425,9.115,0.3821,87.331,0.9152,0.9075,4.1369,2.3739,116.439,144.59305
6426,9.114,0.3873,89.6559,0.9107,0.9031,4.1141,2.3798,110.8348,144.59305
6427,9.1282,0.3842,89.8102,0.9069,0.9004,4.0541,2.3865,104.3764,144.59305
6428,9.118,0.3989,89.7101,0.9034,0.8979,4.2871,2.3742,99.2374,144.59305
6429,9.117,0.375,92.1177,0.8995,0.894,4.2764,2.3649,97.3368,144.59305
6430,9.114,0.3424,90.6018,0.8949,0.8884,4.2812,2.3813,99.437,144.59305
6431,9.113,0.3555,87.1619,0.8894,0.8817,4.075,2.3964,104.7294,144.59305
6432,9.1181,0.3798,83.8862,0.8833,0.8739,4.0606,2.3815,111.2763,144.59305
6433,9.1241,0.3232,83.8923,0.8768,0.8654,4.281,2.3878,117.0733,144.59305
6434,9.1209,0.1976,86.3631,0.8704,0.8575,4.3184,2.4016,121.035,144.59305
6435,9.1239,0.1182,86.5985,0.8639,0.8517,4.597,2.3905,124.0968,144.59305
6436,9.12,0.1595,85.4716,0.8565,0.8475,5.0462,2.3686,125.1199,144.59305
6437,9.1191,0.281,83.9009,0.8471,0.8415,4.9633,2.3669,125.7733,144.59305
6438,9.1312,0.3777,83.0286,0.8356,0.8303,4.7642,2.3841,126.2677,144.59305
6439,9.1351,0.3985,84.2108,0.8231,0.8154,4.8304,2.392,126.4852,144.59305
6440,9.1522,0.3182,81.0862,0.812,0.8014,4.8461,2.3892,126.3635,144.59305
6441,9.1572,0.2234,84.1539,0.8045,0.7922,5.059,2.3646,125.9402,144.59305
6442,9.1631,0.2361,87.431,0.8008,0.7888,5.3456,2.3784,125.3387,144.59305
6443,9.174,0.6229,82.9364,0.7995,0.7898,5.7294,2.3817,124.7126,144.59305
6444,9.1842,1.9898,81.5062,0.7982,0.7916,5.9064,2.3792,124.1862,144.59305
6445,9.2045,2.2139,87.3271,0.7949,0.7892,5.9215,2.3857,123.8274,144.59305
6446,9.2101,0.8129,90.527,0.7888,0.7803,5.7898,2.3779,123.6373,144.59305
6447,9.2413,0.3584,85.7405,0.7812,0.7675,5.739,2.3654,123.5621,144.59305
6448,9.2624,0.4187,81.0702,0.7738,0.7566,6.4435,2.3824,123.5039,144.59305
6449,9.2713,0.4282,82.2512,0.7682,0.7516,7.4346,2.3877,123.3009,144.59305
6450,9.2904,0.3989,84.7287,0.7642,0.7521,7.3632,2.3724,122.7506,144.59305
6451,9.3104,0.3963,84.6661,0.7601,0.7546,7.0825,2.3704,121.6608,144.59305
6452,9.3334,0.4093,84.6911,0.7541,0.7546,7.9872,2.4046,119.8532,144.59305
6453,9.3617,0.3963,86.2352,0.745,0.7491,8.6974,2.4009,117.2209,144.59305
6454,9.3606,0.3782,89.9149,0.7331,0.7371,8.3254,2.3942,113.9077,144.59305
6455,9.3766,0.3815,92.6915,0.7202,0.7204,8.2867,2.3815,110.493,144.59305
6456,9.3786,0.4042,91.173,0.7085,0.7047,8.9507,2.3585,107.8957,144.59305
6457,9.3807,0.414,89.0806,0.6993,0.6953,9.0004,2.3304,106.9143,144.59305
6458,9.3646,0.3853,91.6411,0.6917,0.6924,8.2086,2.3546,107.8475,144.59305
6459,9.3747,0.362,94.2602,0.6823,0.6886,9.05,2.4164,110.3528,144.59305
6460,9.3714,0.3662,87.5255,0.6692,0.6757,12.3696,2.3635,113.6186,144.59305
6461,9.3776,0.3728,80.4302,0.6617,0.6658,11.3367,2.33,116.6277,144.59305
6462,9.3726,0.3766,79.0801,0.6573,0.66,10.7389,2.3106,118.4931,144.59305
6463,9.4067,0.3805,76.0192,0.653,0.6543,10.1372,2.2911,118.8293,144.59305
6464,9.4572,0.3938,68.9537,0.6482,0.6476,9.7033,2.2817,117.7924,144.59305
6465,9.4469,0.4504,62.7316,0.632,0.6244,8.4993,2.2642,115.8372,144.59305
6466,9.4647,0.4621,57.4959,0.6142,0.5975,6.8484,2.2791,113.4807,144.59305
6467,9.4828,0.4177,53.5567,0.6023,0.5743,5.9848,2.1039,111.1547,144.59305
6468,9.5079,0.3922,54.1256,0.6113,0.5806,9.9428,0.2662,109.3391,144.59305
6469,9.5301,0.4212,54.8716,0.6348,0.6167,14.2663,-0.946,108.5961,144.59305
6470,9.545,0.4252,53.2962,0.6632,0.6654,12.8455,1.217,109.2703,144.59305
6471,9.6345,0.4132,50.6694,0.6904,0.7075,7.228,2.2751,111.2025,144.59305
6472,9.3921,0.3801,52.6395,0.7118,0.7255,5.3574,2.2642,113.7483,144.59305
6473,9.2923,0.3301,58.0703,0.7285,0.7251,5.4116,2.2785,116.0726,144.59305
6474,9.3045,0.3192,58.3717,0.7455,0.7281,4.9096,2.3417,117.4327,144.59305
6475,9.2873,0.3325,57.5162,0.783,0.7723,5.0579,2.6921,117.4114,144.59305
6476,9.2702,0.3466,55.025,0.8053,0.8066,6.8707,2.6262,115.7776,144.59305
6477,9.2814,0.3467,49.6496,0.8136,0.8194,10.1143,2.4189,112.2808,144.59305
6478,9.2581,0.3331,47.345,0.8132,0.8225,10.973,2.1345,106.8114,144.59305
6479,9.2663,0.3065,46.6242,0.8075,0.8223,9.7845,1.9623,99.7191,144.59305
6480,9.2863,0.3141,48.6041,0.8001,0.8197,7.5549,2.3804,92.1359,144.59305
6481,9.3045,0.3439,50.1318,0.7924,0.8148,6.3523,2.4058,85.9998,144.59305
6482,9.3045,0.3542,49.1906,0.7839,0.807,6.1881,2.3171,83.3548,144.59305
6483,9.3064,0.3649,48.4232,0.775,0.7929,6.2179,2.3156,85.2419,144.59305
6484,9.3266,0.3818,47.2286,0.7669,0.7742,5.9666,2.3317,91.0487,144.59305
6485,9.3233,0.3719,48.5119,0.7614,0.7593,5.9921,2.3275,98.693,144.59305
6486,9.3394,0.3562,53.2083,0.7594,0.7533,5.8339,2.3041,105.6181,144.59305
6487,9.3422,0.3468,56.2123,0.7605,0.7527,5.9997,2.3251,110.1312,144.59305
6488,9.3786,0.3439,55.3779,0.7632,0.7531,6.8057,2.3392,111.9164,144.59305
6489,9.3836,0.3368,51.4716,0.7658,0.7542,7.1623,2.3549,111.7068,144.59305
6490,9.3846,0.3301,50.0609,0.7665,0.7556,5.8426,2.366,110.6302,144.59305
6491,9.3997,0.3293,48.4696,0.7647,0.7555,5.482,2.3719,109.6195,144.59305
6492,9.1921,0.3192,47.2882,0.7608,0.7534,6.6115,2.4455,108.9942,144.59305
6493,9.186,0.336,50.4169,0.7563,0.7508,6.5187,2.4698,108.4166,144.59305
6494,9.1901,0.3768,51.3407,0.7527,0.7479,5.2454,2.3962,108.2904,144.59305
6495,9.2102,0.3799,48.8295,0.7506,0.7435,4.5393,2.3673,108.037,144.59305
6496,9.2073,0.3388,46.2941,0.75,0.7389,4.1287,2.3572,107.7129,144.59305
6497,9.2113,0.3069,43.1683,0.7507,0.7374,4.0876,2.339,107.4645,144.59305
6498,9.1207,0.2989,44.2087,0.7526,0.7408,4.3586,2.3414,107.3735,144.59305
6499,9.0677,0.2976,45.1618,0.7553,0.7465,4.3213,2.3622,107.8853,144.59305
6500,9.0657,0.2922,47.7345,0.7583,0.7518,4.1522,2.3574,108.9244,144.59305
6501,9.0981,0.2926,47.5638,0.7611,0.7559,4.3096,2.3372,110.2189,144.59305
6502,9.1002,0.3105,45.52,0.7631,0.7587,4.2287,2.3213,111.4687,144.59305
6503,9.095,0.3166,46.605,0.7637,0.759,4.5417,2.3174,112.1862,144.59305
6504,9.1132,0.3156,47.5354,0.7625,0.7561,5.8128,2.3253,111.9202,144.59305
6505,9.1121,0.3183,48.7045,0.7601,0.7522,6.1454,2.3152,110.5618,144.59305
6506,9.1321,0.3387,48.4715,0.7576,0.7502,6.2593,2.3112,108.6279,144.59305
6507,9.1759,0.3502,46.9545,0.7556,0.7517,8.3743,2.338,107.0685,144.59305
6508,9.2362,0.3265,43.6128,0.7543,0.7563,9.3945,2.4154,106.6491,144.59305
6509,9.2383,0.3172,41.6804,0.7532,0.7619,9.0284,2.5464,107.5738,144.59305
6510,9.2443,0.3302,42.5331,0.7515,0.7661,10.1057,2.6473,109.4383,144.59305
6511,9.2352,0.3531,40.6652,0.7487,0.7686,12.1136,2.6,111.4971,144.59305
6512,9.2343,0.3594,39.666,0.7444,0.7667,12.3572,2.5259,113.1239,144.59305
6513,9.2643,0.3234,40.2174,0.7387,0.7552,13.7286,2.5152,114.0801,144.59305
6514,9.2922,0.3425,43.2319,0.7324,0.7369,13.1794,2.449,114.5056,144.59305
6515,9.2964,0.3989,44.6392,0.7262,0.7223,12.0977,2.498,114.7344,144.59305
6516,9.3197,0.3918,47.0181,0.7198,0.7146,13.0991,2.4192,115.0778,144.59305
6517,9.2996,0.366,47.5383,0.7124,0.7061,12.2214,2.3738,115.6071,144.59305
6518,9.2912,0.377,49.4597,0.7049,0.6924,12.1256,2.4287,116.1097,144.59305
6519,9.307,0.3856,48.9824,0.7,0.6812,11.0599,2.3864,116.4092,144.59305
6520,9.3372,0.3911,46.4378,0.7001,0.6825,8.3381,2.3483,116.5952,144.59305
6521,9.3584,0.3776,48.2553,0.7048,0.696,6.8533,2.3831,116.9022,144.59305
6522,9.3403,0.3613,50.4974,0.711,0.7112,6.9636,2.3823,117.489,144.59305
6523,9.3233,0.3664,48.9189,0.715,0.7185,7.4974,2.3749,118.2748,144.59305
6524,9.3183,0.3555,48.019,0.7154,0.7174,7.703,2.3543,118.9252,144.59305
6525,9.2993,0.3552,49.5414,0.7129,0.7122,7.0907,2.3442,119.0001,144.59305
6526,9.2915,0.3874,52.0729,0.7087,0.7052,6.7174,2.3543,118.189,144.59305
6527,9.3197,0.4077,51.8012,0.7042,0.6968,6.5997,2.3487,116.4673,144.59305
6528,9.4091,0.3744,51.0863,0.7006,0.6899,6.8355,2.3483,114.1155,144.59305
6529,9.4347,0.3546,53.7188,0.6986,0.6878,8.0761,2.3854,111.6313,144.59305
6530,9.4629,0.3846,56.1075,0.6984,0.6902,9.3826,2.4597,109.4869,144.59305
6531,9.4517,0.379,55.8325,0.6987,0.6937,9.9608,2.5099,107.917,144.59305
6532,9.4334,0.3545,54.2683,0.6975,0.6948,9.3142,2.4609,107.0089,144.59305
6533,9.4327,0.3927,52.0173,0.6935,0.691,8.8711,2.383,106.8292,144.59305
6534,9.4126,0.4104,49.624,0.6868,0.6822,9.2198,2.3387,107.3916,144.59305
6535,9.4256,0.3964,49.0803,0.6789,0.6716,9.6841,2.3066,108.5402,144.59305
6536,9.4717,0.3908,46.1314,0.6717,0.6637,9.8495,2.3272,109.904,144.59305
6537,9.5191,0.382,46.8827,0.6664,0.66,7.4146,2.3191,111.0087,144.59305
6538,9.5162,0.3504,52.814,0.6633,0.6594,6.3535,2.314,111.4522,144.59305
6539,9.508,0.3834,54.7089,0.662,0.6601,8.7968,2.3463,111.0569,144.59305
6540,9.5219,0.4165,54.7419,0.6617,0.6602,10.0084,2.423,109.9442,144.59305
6541,9.5357,0.352,53.6052,0.6616,0.6583,10.1612,2.4528,108.5533,144.59305
6542,9.5006,0.3664,50.9148,0.6613,0.6544,8.6615,2.4453,107.444,144.59305
6543,9.4989,0.4542,48.7199,0.6606,0.6496,6.1776,2.3914,106.9817,144.59305
6544,9.4787,0.3597,49.9156,0.6604,0.6457,5.45,2.3573,107.0991,144.59305
6545,9.4788,0.279,50.8088,0.6614,0.6455,6.3174,2.3611,107.3714,144.59305
6546,9.4696,0.2928,47.0993,0.6638,0.6503,8.7667,2.3951,107.2255,144.59305
6547,9.5199,0.3064,48.1946,0.6667,0.656,10.5627,2.4673,106.2447,144.59305
6548,9.3524,0.3218,52.2049,0.669,0.6568,8.1811,2.4344,104.4769,144.59305
6549,9.3415,0.3395,50.1303,0.6711,0.6536,6.473,2.3426,102.4474,144.59305
6550,9.3395,0.3435,44.2746,0.6752,0.6535,5.4076,2.3084,100.8878,144.59305
6551,9.3355,0.3395,45.4105,0.6831,0.6614,5.6078,2.3024,100.3493,144.59305
6552,9.3316,0.3326,44.8297,0.6957,0.6776,5.8076,2.3154,100.9389,144.59305
6553,9.3577,0.3475,42.3769,0.7113,0.7008,6.8433,2.3486,102.3148,144.59305
6554,9.3565,0.3359,44.1781,0.7261,0.7267,7.8242,2.356,103.9189,144.59305
6555,9.3545,0.3355,46.3549,0.736,0.7458,9.1014,2.3556,105.2584,144.59305
6556,9.3627,0.3419,46.005,0.7386,0.7491,9.7994,2.3514,106.003,144.59305
6557,9.3452,0.3259,45.1155,0.7349,0.738,9.3054,2.3597,106.089,144.59305
6558,9.3543,0.3294,45.019,0.7286,0.7221,10.3733,2.4474,105.8105,144.59305
6559,9.3675,0.347,46.1041,0.7242,0.7097,12.0053,2.4906,105.7389,144.59305
6560,9.3695,0.3502,47.3313,0.7246,0.7059,10.1654,2.3636,106.425,144.59305
6561,9.3805,0.3438,49.0708,0.7308,0.7128,7.0558,2.2998,108.0437,144.59305
6562,9.3826,0.3361,51.6933,0.7415,0.7279,6.2464,2.3869,110.2193,144.59305
6563,9.3695,0.3372,52.0987,0.7541,0.7452,6.3486,2.4262,112.1394,144.59305
6564,9.3845,0.3453,52.0188,0.7658,0.7593,6.3299,2.3635,113.0247,144.59305
6565,9.3703,0.3522,49.3007,0.7754,0.7691,6.0531,2.3698,112.5883,144.59305
6566,9.3627,0.3561,47.177,0.7839,0.7778,5.8496,2.4423,111.2379,144.59305
6567,9.3625,0.3643,48.9489,0.7935,0.7914,5.7753,2.4902,109.7515,144.59305
6568,9.3654,0.3661,51.5696,0.8051,0.8127,5.353,2.4674,108.7827,144.59305
6569,9.3675,0.3623,51.6826,0.8174,0.8369,4.875,2.427,108.5085,144.59305
6570,9.3433,0.3697,51.2904,0.8276,0.8555,4.6581,2.389,108.5583,144.59305
6571,9.3575,0.3389,51.7956,0.8327,0.8643,4.6772,2.3982,108.2857,144.59305
6572,9.3675,0.3204,48.9572,0.8308,0.8621,6.6809,2.4286,107.2408,144.59305
6573,9.3434,0.344,44.7793,0.8219,0.8469,11.7722,2.3549,105.3842,144.59305
6574,9.3255,0.3548,44.8862,0.8077,0.8202,11.9763,2.3863,102.9001,144.59305
6575,9.3396,0.3736,43.8548,0.7916,0.7894,7.7254,2.5304,100.0173,144.59305
6576,9.3224,0.3765,43.7011,0.7772,0.7612,5.6618,2.3679,97.067,144.59305
6577,9.3305,0.3765,46.9218,0.7676,0.7404,4.4732,2.2099,94.6013,144.59305
6578,9.3386,0.3832,46.5968,0.7645,0.7329,4.3245,2.3601,93.1732,144.59305
6579,9.3705,0.3633,40.7229,0.7669,0.7421,5.1245,2.3895,93.163,144.59305
6580,9.3996,0.3495,38.9973,0.7716,0.7618,4.4823,2.3571,94.545,144.59305
6581,9.2849,0.298,40.4516,0.7746,0.7777,3.5957,2.3373,96.8899,144.59305
6582,9.2775,0.2827,43.1709,0.7735,0.7797,3.4408,2.344,99.6592,144.59305
6583,9.2654,0.2959,44.9885,0.7688,0.7737,3.8963,2.3548,102.4742,144.59305
6584,9.2483,0.2902,45.0232,0.7626,0.7693,6.3386,2.3599,105.093,144.59305
6585,9.2301,0.3097,44.3235,0.7567,0.7672,9.1248,2.3651,107.44,144.59305
6586,9.2343,0.3182,45.7407,0.753,0.7637,7.7035,2.3527,109.4622,144.59305
6587,9.2343,0.3167,45.2854,0.7538,0.7603,6.6605,2.3387,111.0012,144.59305
6588,9.2262,0.3053,45.0011,0.7607,0.7625,6.5644,2.3334,111.7723,144.59305
6589,9.222,0.2985,44.5451,0.7746,0.7736,6.1133,2.3576,111.6265,144.59305
6590,9.2513,0.2981,43.9788,0.794,0.793,6.2345,2.3756,110.6683,144.59305
6591,9.2463,0.3177,46.4124,0.8161,0.8159,7.0286,2.3663,109.243,144.59305
6592,9.2501,0.3143,49.3931,0.8384,0.8366,8.427,2.3628,107.8306,144.59305
6593,9.2855,0.2987,49.5714,0.8593,0.8559,8.3799,2.3492,106.9265,144.59305
6594,9.2882,0.2972,50.9862,0.8774,0.8784,6.1353,2.3292,106.9131,144.59305
6595,9.3386,0.2998,50.9963,0.8901,0.903,5.2693,2.3112,107.9623,144.59305
6596,9.3434,0.2966,52.3166,0.894,0.9205,6.4404,2.338,109.8792,144.59305
6597,9.3251,0.2972,51.3705,0.8876,0.9215,6.0805,2.3841,112.0941,144.59305
6598,9.3285,0.3022,48.1652,0.8733,0.9069,4.8877,2.4003,113.8525,144.59305
6599,9.3093,0.2956,46.2887,0.8562,0.8867,7.2587,2.3774,114.4296,144.59305
6600,9.3247,0.2944,45.7554,0.8414,0.8685,9.452,2.3194,113.4925,144.59305
6601,9.3266,0.3013,48.9652,0.8314,0.8527,7.5968,2.2951,111.3218,144.59305
6602,9.3074,0.3053,47.3259,0.8272,0.8402,5.6114,2.3082,108.727,144.59305
6603,9.2803,0.3103,40.2642,0.829,0.8354,6.1002,2.32,106.6183,144.59305
6604,9.2683,0.3027,38.4412,0.836,0.8407,6.4997,2.32,105.571,144.59305
6605,9.2702,0.3056,40.8165,0.8468,0.8537,6.5821,2.342,105.601,144.59305
6606,9.2702,0.317,44.0415,0.859,0.8696,5.3643,2.3812,106.2989,144.59305
6607,9.2934,0.3044,45.6536,0.8701,0.8823,4.918,2.3747,107.1253,144.59305
6608,9.3056,0.295,47.9338,0.8789,0.8867,8.0866,2.349,107.679,144.59305
6609,9.2946,0.3119,49.7105,0.8858,0.884,9.9768,2.3479,107.8489,144.59305
6610,9.2905,0.3241,46.7657,0.8925,0.8816,6.8934,2.3481,107.8498,144.59305
6611,9.2997,0.3236,46.1216,0.9001,0.885,4.8045,2.3247,108.05,144.59305
6612,9.2815,0.3161,49.2127,0.9084,0.8928,4.3472,2.308,108.737,144.59305
6613,9.2775,0.3154,48.6255,0.9164,0.901,3.8595,2.3331,110.0016,144.59305
6614,9.2512,0.3331,44.5377,0.9228,0.9079,3.6343,2.3596,111.7473,144.59305
6615,9.2594,0.3276,43.8147,0.9267,0.9131,3.9075,2.3527,113.7051,144.59305
6616,9.2645,0.3181,47.3635,0.9272,0.9142,4.6211,2.3674,115.4845,144.59305
6617,9.2634,0.3106,48.3306,0.9236,0.9092,5.1951,2.3783,116.6084,144.59305
6618,9.2644,0.3155,47.2291,0.9157,0.899,5.5747,2.377,116.7049,144.59305
6619,9.2444,0.2378,47.0575,0.9041,0.886,5.9982,2.3873,115.702,144.59305
6620,9.2373,0.1925,48.0577,0.8907,0.8708,7.4492,2.4054,113.9022,144.59305
6621,9.2504,0.2561,49.5734,0.8774,0.8538,9.3699,2.3776,111.9118,144.59305
6622,9.2271,0.3615,49.4332,0.8659,0.8382,7.5317,2.3328,110.4518,144.59305
6623,9.2474,0.3744,48.9581,0.8574,0.829,5.0912,2.3111,109.9921,144.59305
6624,9.2403,0.3591,49.8841,0.8526,0.8288,4.943,2.3106,110.4546,144.59305
6625,9.2546,0.3323,47.3827,0.8514,0.8363,5.0949,2.3504,111.2178,144.59305
6626,9.2585,0.3059,45.1544,0.8527,0.8485,4.4845,2.3739,111.4622,144.59305
6627,9.2632,0.324,45.7735,0.854,0.8586,4.7491,2.3732,110.6461,144.59305
6628,9.2702,0.34,46.1246,0.8531,0.8577,5.0082,2.3662,108.8503,144.59305
6629,9.2572,0.34,45.6122,0.8497,0.8447,4.3296,2.3631,106.8071,144.59305
6630,9.2594,0.3355,44.6108,0.846,0.8308,3.9442,2.3578,105.4364,144.59305
6631,9.226,0.3259,45.3831,0.8447,0.827,4.9725,2.3531,105.2892,144.59305
6632,9.2453,0.3189,45.9431,0.8468,0.8347,7.1809,2.3598,106.2822,144.59305
6633,9.2505,0.3319,47.561,0.8513,0.8475,7.5352,2.3571,107.847,144.59305
6634,9.2374,0.334,48.7161,0.8564,0.8589,5.7824,2.3629,109.4036,144.59305
6635,9.2383,0.3022,47.0083,0.8607,0.867,6.3034,2.3512,110.7395,144.59305
6636,9.2454,0.2839,48.8367,0.8635,0.8727,8.6119,2.345,112.0041,144.59305
6637,9.2524,0.3177,50.6166,0.8638,0.8742,8.3366,2.3672,113.3676,144.59305
6638,9.2575,0.3522,47.2812,0.8611,0.8667,7.3738,2.3786,114.7435,144.59305
6639,9.2381,0.3522,44.3096,0.8561,0.8521,6.9488,2.3627,115.7857,144.59305
6640,9.2541,0.3545,44.403,0.85,0.8386,6.4524,2.3146,116.044,144.59305
6641,9.2915,0.3612,46.3692,0.844,0.83,5.4174,2.3021,115.2466,144.59305
6642,9.2853,0.3674,47.8804,0.8386,0.8229,4.6264,2.3147,113.5336,144.59305
6643,9.3265,0.3527,47.8242,0.834,0.8156,6.3956,2.3371,111.3666,144.59305
6644,9.3695,0.3414,49.5357,0.8308,0.8112,11.1029,2.3318,109.2859,144.59305
6645,9.3997,0.3423,50.9263,0.8295,0.8119,11.128,2.2871,107.6685,144.59305
6646,9.3905,0.3502,51.1983,0.8301,0.8154,10.1522,2.3388,106.6327,144.59305
6647,9.4007,0.3545,52.4068,0.8325,0.8196,12.6348,2.3439,106.1357,144.59305
6648,9.4046,0.3477,52.7369,0.8362,0.8251,13.7259,2.3073,106.0378,144.59305
6649,9.4127,0.3532,50.7295,0.8408,0.8326,12.1397,2.2698,106.1688,144.59305
6650,9.4179,0.3539,49.4287,0.8451,0.8383,8.2873,2.2672,106.3335,144.59305
6651,9.3955,0.3549,51.4033,0.8489,0.8409,5.9802,2.2669,106.3082,144.59305
6652,9.4249,0.3547,51.597,0.853,0.8431,5.2668,1.8903,105.9236,144.59305
6653,9.4257,0.3506,50.1202,0.8579,0.8484,5.0719,0.8729,105.1141,144.59305
6654,9.4035,0.3284,46.7422,0.8642,0.8588,4.9561,0.0035,103.9478,144.59305
6655,9.4013,0.303,44.5426,0.872,0.8734,4.8988,0.3529,102.6701,144.59305
6656,9.2723,0.2973,45.0694,0.8805,0.8886,4.88,1.7229,101.7367,144.59305
6657,9.2572,0.2994,44.4211,0.8887,0.9004,4.7761,2.3732,101.6564,144.59305
6658,9.2362,0.3154,45.2546,0.8954,0.9059,4.5055,2.3562,102.6597,144.59305
6659,9.2505,0.3144,44.0779,0.9002,0.906,4.6454,2.3562,104.5484,144.59305
6660,9.2333,0.3089,40.3913,0.9037,0.9058,5.3874,2.3623,106.9682,144.59305
6661,9.2312,0.3011,41.012,0.9063,0.9078,5.1798,2.3685,109.7475,144.59305
6662,9.2473,0.2979,41.8463,0.9076,0.9114,4.6296,2.3697,112.9175,144.59305
6663,9.2503,0.3028,39.6532,0.9066,0.9139,4.4686,2.3732,116.4115,144.59305
